id;rr_code;prs_code;product_code;department_code;qty_g;qty_b;uom;unit_cost;amount;created_by;created_date;updated_by;updated_date;is_active
6843;091271;70420004554;90222;7042;1.00000;0.00;UNIT;NULL;NULL;Jelita;2015-04-22 09:13:55.090;NULL;NULL;Y
6844;091271;70420004567;90358;7042;1.00000;0.00;PC;NULL;NULL;Jelita;2015-04-22 09:13:55.090;NULL;NULL;Y
6845;022364;70420004744;20002;7042;66150.00000;0.00;PCS;NULL;NULL;Wiske;2015-04-22 09:31:14.507;NULL;NULL;Y
6846;22365;70420004463;20048;7042;93744.00000;0.00;SETS;NULL;NULL;Wiske;2015-04-22 15:27:08.387;NULL;NULL;Y
6847;065460;70460004882;91937;7046;2.00000;0.00;LE;NULL;NULL;Uwen;2015-04-23 12:03:42.427;NULL;NULL;Y
6848;065460;70460004882;91936;7046;16.00000;0.00;PCS;NULL;NULL;Uwen;2015-04-23 12:03:42.427;NULL;NULL;Y
6849;065460;70460004882;91938;7046;6.00000;0.00;PCS;NULL;NULL;Uwen;2015-04-23 12:03:42.427;NULL;NULL;Y
6850;065460;70460004882;60733;7046;1.00000;0.00;PCS;NULL;NULL;Uwen;2015-04-23 12:03:42.427;NULL;NULL;Y
6851;065460;70460004882;61489;7046;64.00000;0.00;PCS;NULL;NULL;Uwen;2015-04-23 12:03:42.427;NULL;NULL;Y
6852;065460;70460004882;63321;7046;1.00000;0.00;TIN;NULL;NULL;Uwen;2015-04-23 12:03:42.427;NULL;NULL;Y
6853;004628;70420004831;30097;7042;1787.00000;0.00;PCS;NULL;NULL;Ana;2015-04-23 13:39:06.227;NULL;NULL;Y
6854;022366;70420004744;20002;7042;66150.00000;0.00;PCS;NULL;NULL;Wiske;2015-04-23 15:33:13.953;NULL;NULL;Y
6855;091272;70560004175;90178;7056;1.00000;0.00;UNIT;NULL;NULL;Jelita;2015-04-24 13:47:36.650;NULL;NULL;Y
6856;065505;70460004522;02908;7046;1.00000;0.00;LOT;NULL;NULL;Uwen;2015-04-24 13:48:34.930;NULL;NULL;Y
6857;065461;70480004751;65772;7048;16.00000;0.00;PCS;NULL;NULL;Uwen;2015-04-24 14:48:29.030;NULL;NULL;Y
6858;065461;70480004751;65773;7048;12.00000;0.00;PCS;NULL;NULL;Uwen;2015-04-24 14:48:29.030;NULL;NULL;Y
6859;065462;70420004612;60733;7042;30.00000;0.00;PCS;NULL;NULL;Uwen;2015-04-24 14:49:31.533;NULL;NULL;Y
6860;065463;70440004881;69593;7044;4.00000;0.00;DOS;NULL;NULL;Uwen;2015-04-24 14:50:13.613;NULL;NULL;Y
6861;065464;70460004243;62971;7046;50.00000;0.00;MTR;NULL;NULL;Uwen;2015-04-24 14:52:19.827;NULL;NULL;Y
6862;065464;70460004283;62608;7046;2.00000;0.00;PCS;NULL;NULL;Uwen;2015-04-24 14:52:19.827;NULL;NULL;Y
6863;065465;70460004458;68221;7046;100.00000;0.00;BTL;NULL;NULL;Uwen;2015-04-24 15:02:26.933;NULL;NULL;Y
6864;065466;70460004841;68130;7046;1.00000;0.00;UNIT;NULL;NULL;Uwen;2015-04-24 15:03:08.390;NULL;NULL;Y
6865;065467;70440004483;68999;7044;15.00000;0.00;SET;NULL;NULL;Uwen;2015-04-24 15:03:45.083;NULL;NULL;Y
6866;065468;70460002396;64890;7046;90.00000;0.00;PCS;NULL;NULL;Uwen;2015-04-24 15:24:56.527;NULL;NULL;Y
6867;065468;70460002396;65809;7046;90.00000;0.00;PCS;NULL;NULL;Uwen;2015-04-24 15:24:56.527;NULL;NULL;Y
6868;022367;70420004134;20001;7042;7000.00000;0.00;SET;NULL;NULL;Wiske;2015-04-25 12:00:54.677;NULL;NULL;Y
6869;022368;70420004744;20002;7042;66150.00000;0.00;PCS;NULL;NULL;Wiske;2015-04-25 12:05:10.687;NULL;NULL;Y
6870;065469;70460004855;60482;7046;12.00000;0.00;PCS;NULL;NULL;Uwen;2015-04-27 12:57:48.713;NULL;NULL;Y
6871;065469;70460004855;60069;7046;12.00000;0.00;PCS;NULL;NULL;Uwen;2015-04-27 12:57:48.713;NULL;NULL;Y
6872;065469;70460004855;62518;7046;12.00000;0.00;PCS;NULL;NULL;Uwen;2015-04-27 12:57:48.713;NULL;NULL;Y
6873;065504;70460002394;02201;7046;1.00000;0.00;LOT;NULL;NULL;Uwen;2015-04-27 13:02:47.000;NULL;NULL;Y
6874;091274;70420004777;91279;7042;3.00000;0.00;PCS;NULL;NULL;Jelita;2015-04-28 14:44:01.537;NULL;NULL;Y
6875;091274;70420004777;91280;7042;3.00000;0.00;PCS;NULL;NULL;Jelita;2015-04-28 14:44:01.537;NULL;NULL;Y
6876;091274;70420004777;91281;7042;3.00000;0.00;PCS;NULL;NULL;Jelita;2015-04-28 14:44:01.537;NULL;NULL;Y
6877;091274;70420004777;91282;7042;3.00000;0.00;PCS;NULL;NULL;Jelita;2015-04-28 14:44:01.537;NULL;NULL;Y
6878;091274;70420004777;99978;7042;30.00000;0.00;PCS;NULL;NULL;Jelita;2015-04-28 14:44:01.537;NULL;NULL;Y
6879;091274;70420004777;90597;7042;30.00000;0.00;0;NULL;NULL;Jelita;2015-04-28 14:44:01.537;NULL;NULL;Y
6880;091275;70420004670;97200;7042;6.00000;0.00;PCS;NULL;NULL;Jelita;2015-04-28 14:47:13.740;NULL;NULL;Y
6881;091275;70420004670;92661;7042;6.00000;0.00;PCS;NULL;NULL;Jelita;2015-04-28 14:47:13.740;NULL;NULL;Y
6882;010301;70420004888;10023;7042;1000.00000;0.00;KGS;NULL;NULL;Wiske;2015-04-28 15:16:15.270;NULL;NULL;Y
6883;022369;70420004744;20002;7042;66150.00000;0.00;PCS;NULL;NULL;Wiske;2015-04-28 15:21:17.803;NULL;NULL;Y
6884;022370;70420004463;20048;7042;93744.00000;0.00;SETS;NULL;NULL;Wiske;2015-04-28 15:25:00.033;NULL;NULL;Y
6885;065470;70460004459;61308;7046;8.00000;0.00;SET;NULL;NULL;Uwen;2015-04-29 14:06:56.187;NULL;NULL;Y
6886;022371;70420004744;20002;7042;132300.00000;0.00;PCS;NULL;NULL;Wiske;2015-04-29 15:56:06.467;NULL;NULL;Y
6887;065471;70420004519;66234;7042;10.00000;0.00;SET;NULL;NULL;Uwen;2015-04-30 08:21:33.253;NULL;NULL;Y
6888;022372;70420004134;20001;7042;7000.00000;0.00;SET;NULL;NULL;Wiske;2015-05-02 10:24:53.513;NULL;NULL;Y
6889;022373;70420004744;20002;7042;66150.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-02 10:28:52.167;NULL;NULL;Y
6890;010302;70420004888;10023;7042;840.00000;0.00;KGS;NULL;NULL;Wiske;2015-05-02 10:38:27.853;NULL;NULL;Y
6891;022374;70420004744;20002;7042;66150.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-04 15:24:51.307;NULL;NULL;Y
6892;022375;70420004744;20009;7042;10584.00000;0.00;SETS;NULL;NULL;Wiske;2015-05-04 15:33:12.647;NULL;NULL;Y
6893;065472;70420004840;60013;7042;150.00000;0.00;LTR;NULL;NULL;Uwen;2015-05-04 15:47:23.403;NULL;NULL;Y
6894;065473;70460004788;67007;7046;1.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-04 15:48:11.273;NULL;NULL;Y
6895;010303;70420002118;10007;7042;21.00000;0.00;MT;NULL;NULL;Wiske;2015-05-04 15:48:50.750;NULL;NULL;Y
6896;065474;70460004004;66630;7046;2.00000;0.00;SET;NULL;NULL;Uwen;2015-05-04 15:51:08.473;NULL;NULL;Y
6897;065474;70460004004;66631;7046;2.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-04 15:51:08.473;NULL;NULL;Y
6898;065474;70460004004;66632;7046;2.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-04 15:51:08.473;NULL;NULL;Y
6899;065475;70460004285;60832;7046;20.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-04 15:51:57.930;NULL;NULL;Y
6900;065475;70460004857;68132;7046;4.00000;0.00;SET;NULL;NULL;Uwen;2015-05-04 15:51:57.930;NULL;NULL;Y
6901;065476;70460004895;60611;7046;2.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-04 15:53:06.667;NULL;NULL;Y
6902;065476;70460004895;62461;7046;1.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-04 15:53:06.667;NULL;NULL;Y
6903;065476;70460004895;64416;7046;2.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-04 15:53:06.667;NULL;NULL;Y
6904;065506;70460002514;02202;7046;1.00000;0.00;LOT;NULL;NULL;Uwen;2015-05-04 16:08:34.290;NULL;NULL;Y
6905;065477;70460004732;62829;7046;3.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-05 07:33:05.683;NULL;NULL;Y
6906;065477;70460004826;65472;7046;8.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-05 07:33:05.683;NULL;NULL;Y
6907;065478;70460004345;61345;7046;8.00000;0.00;PCA;NULL;NULL;Uwen;2015-05-05 07:46:08.490;NULL;NULL;Y
6908;022376;70420004744;20002;7042;66150.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-05 11:13:28.907;NULL;NULL;Y
6909;040952;70420004944;41110;7042;7500.00000;0.00;PCS;NULL;NULL;Ana;2015-05-05 13:23:25.283;NULL;NULL;Y
6910;040951;70420004957;40281;7042;246521.00000;0.00;PCS;NULL;NULL;Ana;2015-05-05 15:12:08.223;NULL;NULL;Y
6911;040951;70420004957;40282;7042;203616.00000;0.00;PCS;NULL;NULL;Ana;2015-05-05 15:12:08.223;NULL;NULL;Y
6912;040951;70420004957;40283;7042;203616.00000;0.00;PCS;NULL;NULL;Ana;2015-05-05 15:12:08.223;NULL;NULL;Y
6913;040942;70420004748;41110;7042;424104.00000;0.00;PCS;NULL;NULL;Ana;2015-05-05 15:20:30.653;NULL;NULL;Y
6914;040943;70420004748;42011;7042;8800.00000;0.00;PCS;NULL;NULL;Ana;2015-05-05 15:23:29.823;NULL;NULL;Y
6915;040947;70420004748;42011;7042;896.00000;0.00;PCS;NULL;NULL;Ana;2015-05-05 15:25:13.737;NULL;NULL;Y
6916;040944;70420004748;41112;7042;9696.00000;0.00;PCS;NULL;NULL;Ana;2015-05-05 15:26:26.423;NULL;NULL;Y
6917;091276;70420004595;91008;7042;300.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-06 08:51:18.070;NULL;NULL;Y
6918;091276;70420004595;90061;7042;10.00000;0.00;REAMS;NULL;NULL;Jelita;2015-05-06 08:51:18.070;NULL;NULL;Y
6919;091276;70420004595;90535;7042;10.00000;0.00;REAMS;NULL;NULL;Jelita;2015-05-06 08:51:18.070;NULL;NULL;Y
6920;091277;70420004554;90199;7042;6.00000;0.00;PSG;NULL;NULL;Jelita;2015-05-06 08:56:34.790;NULL;NULL;Y
6921;091277;70440004715;50164;7044;1.00000;0.00;PC;NULL;NULL;Jelita;2015-05-06 08:56:34.790;NULL;NULL;Y
6922;091277;70420004806;91254;7042;2.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-06 08:56:34.790;NULL;NULL;Y
6923;091277;70420004806;52330;7042;2.00000;0.00;BTL;NULL;NULL;Jelita;2015-05-06 08:56:34.790;NULL;NULL;Y
6924;051289;70440004920;70304;7044;100.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-06 09:58:25.120;NULL;NULL;Y
6925;091278;70420004621;90099;7042;5000.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-06 10:02:11.737;NULL;NULL;Y
6926;091278;70420004621;90761;7042;2000.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-06 10:02:11.737;NULL;NULL;Y
6927;091278;70420004621;90747;7042;20.00000;0.00;PADS;NULL;NULL;Jelita;2015-05-06 10:02:11.737;NULL;NULL;Y
6928;051290;70560004603;50041;7056;1.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-06 10:04:53.847;NULL;NULL;Y
6929;051291;70420004951;51458;7042;150.00000;0.00;BAGS;NULL;NULL;Jelita;2015-05-06 10:53:30.760;NULL;NULL;Y
6930;051293;70420004867;50880;7042;120.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-06 10:59:03.333;NULL;NULL;Y
6931;051293;70420004867;60545;7042;5.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-06 10:59:03.333;NULL;NULL;Y
6932;051292;70420004759;50217;7042;5.00000;0.00;PAILS;NULL;NULL;Jelita;2015-05-06 11:03:25.860;NULL;NULL;Y
6933;091279;70420004621;48102;7042;10.00000;0.00;PACK;NULL;NULL;Jelita;2015-05-06 11:10:07.720;NULL;NULL;Y
6934;091279;70420004866;90739;7042;20.00000;0.00;DOS;NULL;NULL;Jelita;2015-05-06 11:10:07.720;NULL;NULL;Y
6935;091279;70520004886;90525;7052;2.00000;0.00;BOX;NULL;NULL;Jelita;2015-05-06 11:10:07.720;NULL;NULL;Y
6936;065479;70460004580;65752;7046;6.00000;0.00;SETS;NULL;NULL;Uwen;2015-05-07 10:41:48.773;NULL;NULL;Y
6937;065480;70460004852;65070;7046;1.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-07 10:42:47.607;NULL;NULL;Y
6938;065480;70460004852;65588;7046;1.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-07 10:42:47.607;NULL;NULL;Y
6939;022377;70420004134;20001;7042;7000.00000;0.00;SET;NULL;NULL;Wiske;2015-05-07 15:08:39.653;NULL;NULL;Y
6940;022378;70420004744;20002;7042;42336.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-07 15:12:31.280;NULL;NULL;Y
6941;022379;70420004744;20002;7042;42336.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-07 15:15:03.513;NULL;NULL;Y
6942;065481;70420004942;63763;7042;2.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-09 08:52:30.373;NULL;NULL;Y
6943;065481;70460004998;61169;7046;5.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-09 08:52:30.373;NULL;NULL;Y
6944;065481;70460004998;65674;7046;2.00000;0.00;ROLLS;NULL;NULL;Uwen;2015-05-09 08:52:30.373;NULL;NULL;Y
6945;065481;70460004998;63269;7046;2.00000;0.00;ROLL;NULL;NULL;Uwen;2015-05-09 08:52:30.373;NULL;NULL;Y
6946;065482;70460004999;65674;7046;1.00000;0.00;ROLLS;NULL;NULL;Uwen;2015-05-09 08:53:53.853;NULL;NULL;Y
6947;065482;70460004999;63269;7046;1.00000;0.00;ROLL;NULL;NULL;Uwen;2015-05-09 08:53:53.853;NULL;NULL;Y
6948;065482;70460004999;62588;7046;4.00000;0.00;SET;NULL;NULL;Uwen;2015-05-09 08:53:53.853;NULL;NULL;Y
6949;021359;70420004402;20058;7042;329664.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-09 09:14:57.610;NULL;NULL;Y
6950;021359;70420004402;20059;7042;329664.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-09 09:14:57.610;NULL;NULL;Y
6951;021359;70420004402;20060;7042;247248.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-09 09:14:57.610;NULL;NULL;Y
6952;021360;70420004838;20058;7042;8799.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-09 09:19:33.143;NULL;NULL;Y
6953;021360;70420004838;20059;7042;7154.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-09 09:19:33.143;NULL;NULL;Y
6954;021360;70420004838;20060;7042;5157.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-09 09:19:33.143;NULL;NULL;Y
6955;021361;70420004465;20056;7042;906576.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-09 09:25:36.277;NULL;NULL;Y
6956;021362;70420004875;20064;7042;21110.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-09 09:27:34.307;NULL;NULL;Y
6957;022380;70420004744;20002;7042;66150.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-09 10:14:28.337;NULL;NULL;Y
6958;065483;70460004910;65143;7046;2.00000;0.00;LE;NULL;NULL;Uwen;2015-05-11 07:30:40.823;NULL;NULL;Y
6959;065483;70460004910;62620;7046;1.00000;0.00;LE;NULL;NULL;Uwen;2015-05-11 07:30:40.823;NULL;NULL;Y
6960;065484;70460004902;63496;7046;1.00000;0.00;UNIT;NULL;NULL;Uwen;2015-05-11 07:35:19.450;NULL;NULL;Y
6961;065485;70460004905;91939;7046;5.00000;0.00;KG;NULL;NULL;Uwen;2015-05-11 07:37:30.733;NULL;NULL;Y
6962;065485;70460004905;65467;7046;2.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-11 07:37:30.733;NULL;NULL;Y
6963;065485;70460004905;60545;7046;1.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-11 07:37:30.733;NULL;NULL;Y
6964;065485;70460004905;60064;7046;5.00000;0.00;SACK;NULL;NULL;Uwen;2015-05-11 07:37:30.733;NULL;NULL;Y
6965;065485;70460004912;91939;7046;3.00000;0.00;KG;NULL;NULL;Uwen;2015-05-11 07:37:30.733;NULL;NULL;Y
6966;065485;70460004912;65467;7046;1.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-11 07:37:30.733;NULL;NULL;Y
6967;065485;70460004912;60545;7046;1.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-11 07:37:30.733;NULL;NULL;Y
6968;065485;70460004912;60064;7046;1.00000;0.00;SACK;NULL;NULL;Uwen;2015-05-11 07:37:30.733;NULL;NULL;Y
6969;065486;70460004954;60064;7046;10.00000;0.00;SACK;NULL;NULL;Uwen;2015-05-11 07:38:07.560;NULL;NULL;Y
6970;065487;70420004915;65996;7042;10.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-11 07:38:56.727;NULL;NULL;Y
6971;091280;70420004935;90580;7042;300.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-11 11:31:03.200;NULL;NULL;Y
6972;091281;70320004847;90081;7032;1.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-11 11:34:02.700;NULL;NULL;Y
6973;091281;70320004847;91089;7032;1.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-11 11:34:02.700;NULL;NULL;Y
6974;091281;70420004866;90081;7042;3.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-11 11:34:02.700;NULL;NULL;Y
6975;091281;70420004950;90203;7042;5.00000;0.00;PACK;NULL;NULL;Jelita;2015-05-11 11:34:02.700;NULL;NULL;Y
6976;091281;70420004950;91089;7042;3.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-11 11:34:02.700;NULL;NULL;Y
6977;091281;70420004956;92771;7042;12.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-11 11:34:02.700;NULL;NULL;Y
6978;091282;70320004899;90163;7032;1.00000;0.00;UNIT;NULL;NULL;Jelita;2015-05-11 11:36:16.000;NULL;NULL;Y
6979;091283;70320004969;99953;7032;1.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-11 11:37:23.673;NULL;NULL;Y
6980;051294;70320004845;52616;7032;2.00000;0.00;PC;NULL;NULL;Jelita;2015-05-11 11:38:43.703;NULL;NULL;Y
6981;051294;70320004845;52617;7032;1.00000;0.00;PC;NULL;NULL;Jelita;2015-05-11 11:38:43.703;NULL;NULL;Y
6982;051295;70420004951;52014;7042;50.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-11 13:32:16.007;NULL;NULL;Y
6983;091284;70420004981;90812;7042;50.00000;0.00;REAMS;NULL;NULL;Jelita;2015-05-11 15:00:39.513;NULL;NULL;Y
6984;051296;70440004862;52630;7044;5.00000;0.00;DOS;NULL;NULL;Jelita;2015-05-11 15:38:35.217;NULL;NULL;Y
6985;065488;70460004835;91925;7046;4.00000;0.00;LE;NULL;NULL;Uwen;2015-05-11 17:10:25.967;NULL;NULL;Y
6986;065489;70420004887;65227;7042;50.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-11 17:11:02.613;NULL;NULL;Y
6987;065490;70460004953;64466;7046;2.00000;0.00;TINS;NULL;NULL;Uwen;2015-05-12 15:41:28.773;NULL;NULL;Y
6988;065490;70460004953;65009;7046;1.00000;0.00;TIN;NULL;NULL;Uwen;2015-05-12 15:41:28.773;NULL;NULL;Y
6989;065491;70460004905;62850;7046;2.00000;0.00;LE;NULL;NULL;Uwen;2015-05-12 15:42:18.810;NULL;NULL;Y
6990;065491;70460004905;62522;7046;6.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-12 15:42:18.810;NULL;NULL;Y
6991;065491;70560004929;60654;7056;1.00000;0.00;SET;NULL;NULL;Uwen;2015-05-12 15:42:18.810;NULL;NULL;Y
6992;065492;70460004740;66607;7046;3.00000;0.00;PC;NULL;NULL;Uwen;2015-05-12 15:43:39.320;NULL;NULL;Y
6993;065492;70460004763;66402;7046;1.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-12 15:43:39.320;NULL;NULL;Y
6994;065492;70460004763;65570;7046;1.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-12 15:43:39.320;NULL;NULL;Y
6995;065492;70460004791;62213;7046;10.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-12 15:43:39.320;NULL;NULL;Y
6996;065493;70460004905;66913;7046;18.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-12 15:44:14.383;NULL;NULL;Y
6997;065494;70420004904;70126;7042;60.00000;0.00;KGS;NULL;NULL;Uwen;2015-05-12 15:45:17.100;NULL;NULL;Y
6998;065494;70420004904;70125;7042;80.00000;0.00;KGS;NULL;NULL;Uwen;2015-05-12 15:45:17.100;NULL;NULL;Y
6999;065494;70420004904;70127;7042;160.00000;0.00;KGS;NULL;NULL;Uwen;2015-05-12 15:45:17.100;NULL;NULL;Y
7000;065507;70460004908;02340;7046;1.00000;0.00;LOT;NULL;NULL;Uwen;2015-05-12 15:48:28.123;NULL;NULL;Y
7001;065508;70460004623;02311;7046;1.00000;0.00;LOT;NULL;NULL;Uwen;2015-05-12 15:49:52.300;NULL;NULL;Y
7002;091285;70640004325;99988;7064;36.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-12 15:56:45.950;NULL;NULL;Y
7003;091285;70640004325;99989;7064;36.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-12 15:56:45.950;NULL;NULL;Y
7004;091285;70640004325;99995;7064;36.00000;0.00;PCS;NULL;NULL;Jelita;2015-05-12 15:56:45.950;NULL;NULL;Y
7005;065495;70460004592;61674;7046;1.00000;0.00;UNIT;NULL;NULL;Uwen;2015-05-12 16:33:11.113;NULL;NULL;Y
7006;065495;70460004592;66207;7046;20.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-12 16:33:11.113;NULL;NULL;Y
7007;065495;70460004592;66272;7046;6.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-12 16:33:11.113;NULL;NULL;Y
7008;065495;70460004592;66273;7046;6.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-12 16:33:11.113;NULL;NULL;Y
7009;022381;70420004653;20065;7042;106260.00000;0.00;SETS;NULL;NULL;Wiske;2015-05-12 17:15:47.930;NULL;NULL;Y
7010;065496;70420004427;60103;7042;2.00000;0.00;null;NULL;NULL;Uwen;2015-05-15 07:38:02.373;NULL;NULL;Y
7011;004629;70420003924;30071;7042;10000.00000;0.00;PCS;NULL;NULL;Ana;2015-05-15 13:38:58.017;NULL;NULL;Y
7012;004629;70420003934;30056;7042;16533.00000;0.00;PCS;NULL;NULL;Ana;2015-05-15 13:38:58.017;NULL;NULL;Y
7013;004630;70640004765;30784;7064;5000.00000;0.00;PCS;NULL;NULL;Ana;2015-05-15 13:42:12.927;NULL;NULL;Y
7014;004631;70420004907;30206;7042;25800.00000;0.00;PCS;NULL;NULL;Ana;2015-05-15 13:44:09.713;NULL;NULL;Y
7015;065497;70460004992;65258;7046;1.00000;0.00;TINS;NULL;NULL;Uwen;2015-05-15 14:21:39.200;NULL;NULL;Y
7016;065497;70460004992;65259;7046;1.00000;0.00;TINS;NULL;NULL;Uwen;2015-05-15 14:21:39.200;NULL;NULL;Y
7017;065498;70460004974;60094;7046;2.00000;0.00;LE;NULL;NULL;Uwen;2015-05-15 14:22:51.233;NULL;NULL;Y
7018;065498;70460004974;60095;7046;6.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-15 14:22:51.233;NULL;NULL;Y
7019;065498;70460004974;60097;7046;5.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-15 14:22:51.233;NULL;NULL;Y
7020;065499;70460004776;60085;7046;6.00000;0.00;LE;NULL;NULL;Uwen;2015-05-15 14:23:45.920;NULL;NULL;Y
7021;065499;70460004820;60085;7046;2.00000;0.00;LE;NULL;NULL;Uwen;2015-05-15 14:23:45.920;NULL;NULL;Y
7022;0654500;70460004990;62343;7046;1.00000;0.00;LE;NULL;NULL;Uwen;2015-05-15 15:47:07.753;NULL;NULL;Y
7023;0654500;70460005014;60069;7046;30.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-15 15:47:07.753;NULL;NULL;Y
7024;0654500;70460005014;60482;7046;30.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-15 15:47:07.753;NULL;NULL;Y
7025;0654500;70460005014;62190;7046;2.00000;0.00;DOS;NULL;NULL;Uwen;2015-05-15 15:47:07.753;NULL;NULL;Y
7026;0654500;70460005014;63269;7046;2.00000;0.00;ROLL;NULL;NULL;Uwen;2015-05-15 15:47:07.753;NULL;NULL;Y
7027;001538;70420004463;20048;7042;34398.00000;0.00;SETS;NULL;NULL;Wiske;2015-05-15 17:42:09.100;Wiske;2015-07-16 13:59:22.413;N
7028;022382;70420004744;20002;7042;61578.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-15 17:52:03.197;NULL;NULL;Y
7029;022383;70420005008;20002;7042;4572.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-15 17:54:34.190;NULL;NULL;Y
7030;022384;70420005008;20002;7042;66150.00000;0.00;PCS;NULL;NULL;Wiske;2015-05-15 17:56:42.537;NULL;NULL;Y
7031;001539;70420004527;20021;7042;34398.00000;0.00;SETS;NULL;NULL;Wiske;2015-05-15 18:44:48.517;NULL;NULL;Y
7032;065551;70460004680;65433;7046;6.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-18 10:01:25.830;NULL;NULL;Y
7033;065551;70460004885;65371;7046;3.00000;0.00;SETS;NULL;NULL;Uwen;2015-05-18 10:01:25.830;NULL;NULL;Y
7034;065551;70460004931;50016;7046;1.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-18 10:01:25.830;NULL;NULL;Y
7035;065551;70460004931;65344;7046;1.00000;0.00;ROLLS;NULL;NULL;Uwen;2015-05-18 10:01:25.830;NULL;NULL;Y
7036;065552;70460004910;69916;7046;3.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-18 10:02:07.540;NULL;NULL;Y
7037;065552;70460004910;64849;7046;2.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-18 10:02:07.540;NULL;NULL;Y
7038;065553;70420004736;64299;7042;8.00000;0.00;TIN;NULL;NULL;Uwen;2015-05-18 13:55:46.123;NULL;NULL;Y
7039;065553;70420004736;68108;7042;8.00000;0.00;PCS;NULL;NULL;Uwen;2015-05-18 13:55:46.123;NULL;NULL;Y
7040;065553;70420004736;68561;7042;8.00000;0.00;TIN;NULL;NULL;Uwen;2015-05-18 13:55:46.123;NULL;NULL;Y
7041;065553;70420004736;68111;7042;8.00000;0.00;TIN;NULL;NULL;Uwen;2015-05-18 13:55:46.123;NULL;NULL;Y
7042;065553;70420004736;60776;7042;8.00000;0.00;TIN;NULL;NULL;Uwen;2015-05-18 13:55:46.123;NULL;NULL;Y
7043;065553;70460005025;60257;7046;24.00000;0.00;BTL;NULL;NULL;Uwen;2015-05-18 13:55:46.123;NULL;NULL;Y
