id;prsnumber;productcode;productname;qty;uom_name;prs_soh;created_by;created_date;updated_by;updated_date;is_active
1;203211;64160;GI ELBOW Ø 1 THREADED TYPE 90 DERAJAT;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
2;203211;64161;GI ELBOW Ø 1 1/4 THREADED TYPE 90 DERAJAT;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
3;203211;61853;S/S  WATER MUR ( UNION ) 1;2.00000;PC;0.00;NULL;NULL;NULL;NULL;Y
4;203211;64163;GI UNION  Ø 1 1/4  ( WATER MUR );2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
5;203211;60362;GI NIPPLE 1;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
6;203212;01655;SL/C FOR  RECONDITION HOUSING BEARING CAM;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
7;203213;61802;BOLT & NUT WASHER (BAJA) 10 MM X 2;8.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
8;203217;60539;SEAMING ROLL 2ND R2-S9;8.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
9;203217;61806;SEAMING ROLL 1ST R1-06;8.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
10;203217;63325;SEAMING ROLL BEARING 2ND OP A1561;10.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
11;203217;63326;SEAMING ROLL BEARING 1ST OP A1560;10.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
12;203217;61877;SEAMING ROLL PIN 1ST 5963;10.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
13;203217;61878;SEAMING ROLL PIN 2ND 5964;10.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
14;203217;62145;OIL FOOD GRADE MAIN PRO 303 @ 30L;2.00000;PAILS;0.00;NULL;NULL;NULL;NULL;Y
15;501193;30073;"CARTONS 307 HOODED LORADO SSB ";8575.00000;SETS;0.00;NULL;NULL;NULL;NULL;Y
16;600098;63097;1 SET OBENG (BUNGA & PLAT);1.00000;SET;0.00;NULL;NULL;NULL;NULL;Y
17;700349;00544;SL/C FOR REPAIR LAPTOP;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
18;203219;62015;WELDING ROD CIN 1;1.00000;KGS;0.00;NULL;NULL;NULL;NULL;Y
19;203222;00574;SLC FOR SERVICE BERKALA TOYOTA INNOVA  DB 2116 CA;1.00000;Lot;0.00;NULL;NULL;NULL;NULL;Y
20;203223;62455;SOCKET/COUPLING GI 1/2;20.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
21;203225;01705;SL/C FOR PEMBUATAN SEKAT DI RUANGAN TPS;1.00000;LOT;0.00;NULL;NULL;NULL;NULL;Y
22;203226;63694;IBACLREVA PENGUARD CLEAR SEATER COMPONEN A @4 LTR/TINS;2.00000;TINS;0.00;NULL;NULL;NULL;NULL;Y
23;203226;63695;OJXCPBBVA PENGUARD COMPONEN B @4 LTR/TINS;2.00000;TINS;0.00;NULL;NULL;NULL;NULL;Y
24;203227;63386;PRESSURE REGULATING VALVE Ø 2 PRESSURE RANGE 0 - 25 BAR;1.00000;PC;0.00;NULL;NULL;NULL;NULL;Y
25;203227;63389;FLANGE MS 2 Ø;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
26;203228;60831;OIL SEPARATOR 1625703600;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
27;203228;60830;OIL FILTER 1622783700;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
28;203228;60827;AIR FILTER ELEMENT 1613872000;4.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
29;203228;61785;BLOW OFF VALVE P/N  16223694 80;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
30;203228;62305;HOSE ASSEMBLY   P/N  0574991010;1.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
31;203228;62311;HOSE ASSEMBLY   P/N  05749911 01;1.00000;PC;0.00;NULL;NULL;NULL;NULL;Y
32;203228;63470;NIPPLE P/N 0531000102;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
33;203228;63471;SEAL WASHER P/N 0661100040;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
34;800252;00288;FREIGHT;1.00000;Lot;0.00;NULL;NULL;NULL;NULL;Y
35;800252;00288;FREIGHT;1.00000;Lot;0.00;NULL;NULL;NULL;NULL;Y
36;203231;64181;GI TEE 1 Ø THREADED;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
37;203231;64182;GI UNION ( WATER MUR) Ø 1;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
38;203231;64183;GI COUPLING Ø 1 THREADED;20.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
39;203231;64184;"GI ELBOW Ø 1 ";3.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
40;203232;60654;DOOR CLOSER MERK YALE LITE;1.00000;SET;0.00;NULL;NULL;NULL;NULL;Y
41;203233;60103;OXYGEN REFILLING;1.00000;TBG;0.00;NULL;NULL;NULL;NULL;Y
42;203233;63157;LPG REFILL @ 125 KG;1.00000;TBG;0.00;NULL;NULL;NULL;NULL;Y
43;203233;60733;CUTTING WHEEL 14 (RESIBON BRAND);2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
44;203233;61271;WELDING ROD SS 26MM;2.00000;KGS;0.00;NULL;NULL;NULL;NULL;Y
45;203235;51222;NIPPON PAINT MARINE WHITE @ 5 KGS;5.00000;TIN;0.00;NULL;NULL;NULL;NULL;Y
46;203235;50015;THINNER CAT & DOG @5L;2.00000;TIN;0.00;NULL;NULL;NULL;NULL;Y
47;203235;60544;PAINT BRUSH 4;3.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
48;203235;61008;TALI RAFIAH @ 1 KGS;1.00000;ROLL;0.00;NULL;NULL;NULL;NULL;Y
49;203236;50459;PRIMER PAINT @5KG;6.00000;TIN;0.00;NULL;NULL;NULL;NULL;Y
50;203236;50015;THINNER CAT & DOG @5L;6.00000;TIN;0.00;NULL;NULL;NULL;NULL;Y
51;203237;64156;ANGLE BAR  316 6 CM X 6 CM X 6 MTR;4.00000;LE;0.00;NULL;NULL;NULL;NULL;Y
52;203237;60234;ANGLE BAR 5CM X 5CM X 5 MM  X 6 MTRS;6.00000;LGTS;0.00;NULL;NULL;NULL;NULL;Y
53;203237;60029;REGULATOR STEAM FLANGE 2;5.00000;KGS;0.00;NULL;NULL;NULL;NULL;Y
54;203240;01707;SL/C FOR PENGGANTIAN RANGKA TRUSES RENDERING YANG KEROPOS;1.00000;LOT;0.00;NULL;NULL;NULL;NULL;Y
55;203242;64123;GI UNION 2 THREADED;3.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
56;203242;60691;GI TEE ( DRAT ) 2;3.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
57;203246;60699;MASKR (ANTI POLLUTION MASK) @ 12 PCS/DOSS;2.00000;DOS;0.00;NULL;NULL;NULL;NULL;Y
58;203248;69768;CABLE NYAF 4 X 25MM @ 100 MTR;1.00000;ROLL;0.00;NULL;NULL;NULL;NULL;Y
59;203251;62847;RUBBER BELT METAL DETECTOR P 362 MTR L 55 CM  TBL 15 MM;1.00000;SHTS;0.00;NULL;NULL;NULL;NULL;Y
60;203253;62419;ROTO INJECTED FLUID 2901 0522 00;1.00000;PAILS;0.00;NULL;NULL;NULL;NULL;Y
61;203255;63094;BOLT & NUT BAJA 2 X 1/2;50.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
62;203255;63287;BOLT & NUT S/S 15 X 1/2;8.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
63;203255;62218;MS BOLT & NUT 16 MM X 35;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
64;203258;61064;HEAD SEAMING PINION 2ND PN 5136;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
65;203258;61070;HEAD SEAMING PINION 1ST PN 5135;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
66;203259;60586;BEARING 6004 RS;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
67;203260;91140;FILLING CABINET 50cm x 120cm x 2215cm;1.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
68;203261;63101;ACCU GS HIBRID  55D23L;1.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
69;203263;63393;KUNCI PANEL;2.00000;SETS;0.00;NULL;NULL;NULL;NULL;Y
70;203263;63394;GRANDEL PINTU UKURAN KECIL;6.00000;SETS;0.00;NULL;NULL;NULL;NULL;Y
71;203264;91141;MEJA MANAGER 180 cm x 80 cm ( KAKI BESI );3.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
72;203264;91142;LACI MOBILE;3.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
73;203264;91143;LEMARI ARSIP 2 PANEL;3.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
74;700350;01150;SL/C FOR REPAIR PRINTER HP DESJET 2000;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
75;501211;10003;VG 910;1400.00000;KGS;0.00;NULL;NULL;NULL;NULL;Y
76;501213;00154;SL/C FOR REPAIR PRINTER EPSON LQ 2170;1.00000;Unit;0.00;NULL;NULL;NULL;NULL;Y
77;203267;61609;SEAL TAPE TBA 1;3.00000;DOS;0.00;NULL;NULL;NULL;NULL;Y
78;203273;63569;LOCATING RING 2 FRB 8/80;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
79;203277;01712;SL/C FOR PEMASANGAN TILES DI RECEIVING SAMPING CHAMBER NO 1 DIATAS BIN;1.00000;LOT;0.00;NULL;NULL;NULL;NULL;Y
80;203278;60064;CEMENT TONASA @50KG/BOX;6.00000;SACK;0.00;NULL;NULL;NULL;NULL;Y
81;203278;60880;TILES 30CM  X 30CM (WHITE COLOR);15.00000;DOS;0.00;NULL;NULL;NULL;NULL;Y
82;203278;61008;TALI RAFIAH @ 1 KGS;1.00000;ROLL;0.00;NULL;NULL;NULL;NULL;Y
83;203281;90886;ORDNER DIPLOMA  BIG;15.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
84;203283;63154;PAPAN KAYU (NANTU MERAH) 30 CM X 4 MTR X 3 CM;8.00000;SHEETS;0.00;NULL;NULL;NULL;NULL;Y
85;203283;62534;PAKU SENG;5.00000;KGS;0.00;NULL;NULL;NULL;NULL;Y
86;203283;50007;NIPPON PAINT MARINE BLUE @ 5KG/TIN;1.00000;TIN;0.00;NULL;NULL;NULL;NULL;Y
87;203283;50015;THINNER CAT & DOG @5L;1.00000;TIN;0.00;NULL;NULL;NULL;NULL;Y
88;203283;60545;PAINT BRUSH 3;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
89;203285;63284;INTERBLOCK GRAY K350 (PAVING BLOCK);5010.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
90;203285;63687;CANSTEIN 15 CM X 30 CM X 40 CM;0.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
91;203285;52427;PASIR COR ( SAND );2.00000;M3;0.00;NULL;NULL;NULL;NULL;Y
92;203285;52428;PASIR PLESTER ( SAND );1.00000;M3;0.00;NULL;NULL;NULL;NULL;Y
93;501218;30046;STICKERING LABEL;1525.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
94;203289;01716;SL/C FOR INSPECTION/ADDITIONAL REFRIGERANT AC TOYOTA FORTUNER;1.00000;LOT;0.00;NULL;NULL;NULL;NULL;Y
95;203296;62737;"KUNCI L S/S HIGH QUALITY UKURAN 2-12MM ";1.00000;SET;0.00;NULL;NULL;NULL;NULL;Y
96;203297;50078;COAL ( CRUSHED );2500.00000;MT;0.00;NULL;NULL;NULL;NULL;Y
97;501221;30060;CARTON PORTABLE BOX FOR VIAND PROMO;37.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
98;501221;30061;CARTON BAG FOR VIAND PROMO;296.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
99;501223;61040;KOMBINASI T BROCO;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
100;501227;50652;SENDOK MAKAN (DOLL);1.00000;LUSIN;0.00;NULL;NULL;NULL;NULL;Y
101;501227;50654;GELAS CANGKIR;1.00000;LUSIN;0.00;NULL;NULL;NULL;NULL;Y
102;700353;60172;TIMBANGAN ELEKTRONIK AVERY HL12;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
103;203300;00219;Slc for fabrikasi pisau hammer meal;42.00000;Pcs;0.00;NULL;NULL;NULL;NULL;Y
104;203300;00834;SLC FOR FABRICASI S/S SARINGAN HAMMER MEAL;1.00000;LOT;0.00;NULL;NULL;NULL;NULL;Y
105;800256;00288;FREIGHT;1.00000;Lot;0.00;NULL;NULL;NULL;NULL;Y
106;203302;61821;PIPE S/S 1 SCH 40 304;5.00000;LE;0.00;NULL;NULL;NULL;NULL;Y
107;203302;63416;S/S REDUCER SCH 40 3 X 15 WELDED TYPE;1.00000;PC;0.00;NULL;NULL;NULL;NULL;Y
108;203302;63417;S/S REDUCERSCH 40 4 X 3 WELDED TYPE;1.00000;PC;0.00;NULL;NULL;NULL;NULL;Y
109;203302;63418;S/S REDUCER SCH 40 2 X 15 WELDED TYPE;5.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
110;203302;63428;S/S REDUCER SCH 40 2 X 1;2.00000;PC;0.00;NULL;NULL;NULL;NULL;Y
111;203302;63473;S/S PIPE 304 SCH 40 3 Ø;4.00000;LE;0.00;NULL;NULL;NULL;NULL;Y
112;203302;62431;PIPE S/S Ø 15 X 6 MTR;2.00000;LE;0.00;NULL;NULL;NULL;NULL;Y
113;203302;63474;S/S PIPE 304 SCH 40 2 Ø;2.00000;LE;0.00;NULL;NULL;NULL;NULL;Y
114;203303;63475;S/S ELBOW 304 SCH 40 3 Ø WELDED TYPE;7.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
115;203303;63476;S/S ELBOW 304 SCH 40 2 Ø WELDED TYPE;10.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
116;203304;64064;ANGLE BAR SS 6CM X 6CM X 6M;6.00000;LE;0.00;NULL;NULL;NULL;NULL;Y
117;203304;61337;WELDING ROD S/S  32MM;10.00000;KGS;0.00;NULL;NULL;NULL;NULL;Y
118;203308;63455;GLUE TIP TOP SC 2000 ( FOR BELT CONVEYOR ) @ 1 KG/TIN;1.00000;TIN;0.00;NULL;NULL;NULL;NULL;Y
119;900181;70094;AQUADESTILATE;30.00000;LTR;0.00;NULL;NULL;NULL;NULL;Y
120;900181;52363;SIKAT TABUNG REAKSI KECIL;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
121;900181;51295;TABUNG DURHAM;50.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
122;203315;63730;ACCU GS 34B19R;1.00000;PC;0.00;NULL;NULL;NULL;NULL;Y
123;203317;01719;SL/C TOOLS & MATERIAL FOR REPAIR MOTOR REDUCER RENDERING DRYER NO 1 & GANTI BEARING OIL SEAL & ASTAM;1.00000;LOT;0.00;NULL;NULL;NULL;NULL;Y
124;203319;60942;PACKING KARET T=3 MM;1.00000;SHTS;0.00;NULL;NULL;NULL;NULL;Y
125;203320;63740;SPIRAX SARCO CONTROL SYSTEM SET COMPRISING OF 50MM LE33 CONTROL VALVE PN9226E PNEUMATIC ACTUATOR EP5 FLACTRO PNEUMATIC POSITIONER MPC2A AIE SEL 9X90 PROCESE CONTROLLER;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
126;203320;63741;SPIRAX SARCO EL2270 TEMP SENSOR PT100 RANGE 50 TO 500 DEG CELCIUS 125MM PROBE LENGTH;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
127;203320;63742;1/2 SPIRAX SARCO VB14 VACUUM BREAKER;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
128;203320;63743;SPIRAX SARCO VERTICAL  DIAL THERMOMETER TEMP RANGE 0 - 180 DEG CELCIUS WITH S/S POCKET;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
129;203320;63744;1 SPIRAX SARCO M10S2-RB CARBON STEEL BALL VALVE SCREWED CONNECTION;3.00000;UNITS;0.00;NULL;NULL;NULL;NULL;Y
130;203320;63745;1 SPIRAX SARCO FIG 12 SG IRON Y-STRAINER SCREWED CONNECTION;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
131;203320;63759;1 SPIRAX SARCO FT14HC-45 BALL FLOAT STEAM TRAP SCREWED CONNECTION;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
132;203320;63746;1 SPIRAX SARCO DOUBLE WINDOW SIGHT GLASS SCREWED CONNECTION;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
133;203321;63747;1 SPIRAX SARCO LCV1 BRONZE LIFT CHECK  VALVE SCREWED CONNECTION;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
134;203321;63748;65MM SPIRAX SARCO  S3 SG IRON STEAM SEPARATOR FLANGED PN 16 CONNECTION;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
135;203321;63750;3/4  SPIRAX SARCO  M10S2 RB CARBON STEEL BALL VALVE SCREWED CONNECTION;3.00000;UNITS;0.00;NULL;NULL;NULL;NULL;Y
136;203321;63751;3/4 SPIRAX SARCO  FIG 12 SG IRON Y-STRAINER SCREWED CONNECTION;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
137;203321;63752;3/4 SPIRAX SARCO  FT14 - 10TV BALL FLOAT STEAM TRAP SCREWED;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
138;203321;63753;65MM SPIRAX SARCO BSA1T BELLOWS SEALED STOP VALVE FLANGED PN 16 CONNECTION;2.00000;UNITS;0.00;NULL;NULL;NULL;NULL;Y
139;203321;63754;65MM SPIRAX SARCO FIG 33 CAST IRON Y-STRAINER WILL STANDARD MESH  FLANGED PN16 CONNETION;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
140;203321;63755;32MM SPIRAX SARCO 25P-CI PRESSURE REDUCING VALVE;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
141;203322;63756;100MM SPIRAX SARCO BSA1T BELLOWS SEALED STOP VALVE FLANGED PN16 CONNECTION;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
142;203322;63757;1-1/4 X 2 SPIRAX SARCO SV615-DS SAFETY RELIEF VALVE SCREWED CONNECTION SET @ 25 BAR GAUGE;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
143;203322;63758;4 DAIL FACE SPIRAX SARCO PRESSURE GAUGE RANGE 0-15 BAR GAUGE COMPLETE WITH SYPHON & COOK;2.00000;UNITS;0.00;NULL;NULL;NULL;NULL;Y
144;203324;60439;OUTER ELEMENT VM120-E1200;6.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
145;203324;60440;INNER  ELEMENT VM120-E1100;6.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
146;203324;62404;OIL FILTER 8-97204-607-0;10.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
147;203325;01721;SL/C TOOLS & MATERIAL FOR RECONDITION REDUCER/MOTOR SCREW CONVEYOR RENDERING DRYER NO 2;1.00000;LOT;0.00;NULL;NULL;NULL;NULL;Y
148;203326;69992;VULCA SEAL ADHESIVE ( 1 GLN / TIN );10.00000;GLN;0.00;NULL;NULL;NULL;NULL;Y
149;203328;62190;STARTER S10 PHILIPS @25 PCS/DOS;2.00000;DOS;0.00;NULL;NULL;NULL;NULL;Y
150;203329;63760;INDUCTION MOTOR BRAND ALIANCE ITALY TYPE AY 132S - 4 55 KW 75 HP 380 VOLT 3 PHASE 50HZ 1450 RPM;1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
151;203331;01722;SL/C FOR INSULATION ALUMINIUM FOIL @ RECEIVING CEILLING;1.00000;LOT;0.00;NULL;NULL;NULL;NULL;Y
152;501237;00288;FREIGHT;1.00000;Lot;0.00;NULL;NULL;NULL;NULL;Y
153;203333;69915;" PIPE SS  3/4 Ø SCH 40";5.00000;LE;0.00;NULL;NULL;NULL;NULL;Y
154;203333;65822;ELBOW SS 3/4 Ø 90 DEG;8.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
155;203335;01131;SL/C & MATERIAL FOR FABRICATION WORM GEAR;1.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
156;203336;01724;SL/C & MATERIAL FOR PERBAIKAN LANTAI PINTU COLD STORAGE ABC & D DENGAN SIKA CEMENT ( 1 M X 2 M X 4 PINTU );1.00000;LOT;0.00;NULL;NULL;NULL;NULL;Y
157;203337;01725;SL/C & MATERIAL FOR REWINDING MOTOR REDUCER SCRAP SCREW CONVEYOR @ RECEIVING;1.00000;LOT;0.00;NULL;NULL;NULL;NULL;Y
158;501239;90058;COMPUTER FORM 9 1/2X11 1 PLY;10.00000;BOX;0.00;NULL;NULL;NULL;NULL;Y
159;203339;60811;PLASTIC SCREEN @ 25M/ROLL;3.00000;ROLL;0.00;NULL;NULL;NULL;NULL;Y
160;203339;60103;OXYGEN REFILLING;2.00000;TBG;0.00;NULL;NULL;NULL;NULL;Y
161;203339;63157;LPG REFILL @ 125 KG;2.00000;TBG;0.00;NULL;NULL;NULL;NULL;Y
162;203339;62982;SCREEN KAWAT LAPIS PLASTIC @ 25MTR/ROLL;31.00000;ROLL;0.00;NULL;NULL;NULL;NULL;Y
163;203339;60392;PLATE STRIP 3 MM X 5 CM;96.00000;LE;0.00;NULL;NULL;NULL;NULL;Y
164;203339;62476;WIRE TIE (BENDRAT);2.00000;KGS;0.00;NULL;NULL;NULL;NULL;Y
165;203339;62968;SCREW BOLT  (PAKU ATAP) 5 MM X 1 @100 PCS/BOX;13.00000;BOX;0.00;NULL;NULL;NULL;NULL;Y
166;203339;64095;PAKU RIVET 5MM X 2 @100PCS/BOX;10.00000;BOX;0.00;NULL;NULL;NULL;NULL;Y
167;203340;63300;PILLOW BLOCK BEARING P 205 SKF;1.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
168;203342;63477;AXIAL FAN 6 220 VOLT 50 HZ;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
169;203344;61531;GUILOTINE DOOR;1.00000;SET;0.00;NULL;NULL;NULL;NULL;Y
170;300018;91162;FLASH DISC 4 GB;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
171;700356;00155;SL/C TOOLS & MATERIAL FOR REPAIR PRINTER EPSON LQ 2180;1.00000;Unit;0.00;NULL;NULL;NULL;NULL;Y
172;100047;90003;PERSONAL COMPUTER (Central Processing Unit );1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
173;203345;60373;SOIL (TANAH SUBUR) @4M3;20.00000;TRIP;0.00;NULL;NULL;NULL;NULL;Y
174;900183;92557;KERTAS LAKMUS;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
175;203348;61754;RUBBER BELT WET ASH CONVEYOR BOILER ALSTOM 1050 T/h SPECIFICASI : BRAND BANDO CONTINENTAL 5 PLAY;1.00000;ROLL;0.00;NULL;NULL;NULL;NULL;Y
176;203350;63988;KAWAT RAM (CYCLONE WIRE ) HOLE 5 X 5  @ 25 MTR X 120;5.00000;ROLL;0.00;NULL;NULL;NULL;NULL;Y
177;203351;61027;OIL PUMP ASSEMBLY INDEX NO56 (FOR LAND);1.00000;SET;0.00;NULL;NULL;NULL;NULL;Y
178;203351;60685;ORING OIL PUMP INDEX NO58;1.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
179;203351;61028;GASKET OIL PUMP INDEX NO59;1.00000;PAIR;0.00;NULL;NULL;NULL;NULL;Y
180;203357;63765;TILES 20 CM X  20 CM WHITE  COLOR;12.00000;BOXES;0.00;NULL;NULL;NULL;NULL;Y
181;203362;01730;SL/C FOR FABRICATION LOINING TABLE;5.00000;UNITS;0.00;NULL;NULL;NULL;NULL;Y
182;203366;63767;"WATER STRAINER Ø 3/4 ";1.00000;UNIT;0.00;NULL;NULL;NULL;NULL;Y
183;203371;60790;S/S SPRING FOR FO0T TAP;50.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
184;203372;63398;Y-BEARING TU COMPLETE WITH HOUSING BRAND FYH TYPE T210;2.00000;SETS;0.00;NULL;NULL;NULL;NULL;Y
185;203377;63771;"PAHAT BUBUT HSS 3/4 X 6 BHOLER ";1.00000;PC;0.00;NULL;NULL;NULL;NULL;Y
186;203377;63153;DRILL BIT (MATA BOR) 4 MM  MERK NACHI;1.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
187;203377;63768;DRILL BIT ( MATA BOR ) 5 MM NACHI;1.00000;PC;0.00;NULL;NULL;NULL;NULL;Y
188;203377;63769;DRILL BIT ( MATA BOR ) 6 MM NACHI;1.00000;PC;0.00;NULL;NULL;NULL;NULL;Y
189;203377;63770;DRILL BIT ( MATA BOR ) 20 MM NACHI;1.00000;PC;0.00;NULL;NULL;NULL;NULL;Y
190;203379;80001;DIESEL - BOILER & GENSET;8000.00000;LTR;0.00;NULL;NULL;NULL;NULL;Y
191;203381;01695;SL/C FOR INSTALL FINISHED GOOD LOADING RAMP FRONT DOOR ENTRY IM;1.00000;LOT;0.00;NULL;NULL;NULL;NULL;Y
192;203382;60712;BATU DASAR Ø 40CM;94.00000;TRUCK;0.00;NULL;NULL;NULL;NULL;Y
193;203382;52427;PASIR COR ( SAND );72.00000;M3;0.00;NULL;NULL;NULL;NULL;Y
194;203382;52428;PASIR PLESTER ( SAND );2.00000;M3;0.00;NULL;NULL;NULL;NULL;Y
195;203382;60147;GRAVEL (KRIKIL) SPLIT 1/2;20.00000;M3;0.00;NULL;NULL;NULL;NULL;Y
196;203382;60064;CEMENT TONASA @50KG/BOX;493.00000;SACK;0.00;NULL;NULL;NULL;NULL;Y
197;203382;62932;ROUND BAR SNI 12 MM X 12 MTR;185.00000;LE;0.00;NULL;NULL;NULL;NULL;Y
198;203382;62476;WIRE TIE (BENDRAT);20.00000;KGS;0.00;NULL;NULL;NULL;NULL;Y
199;203382;50818;NIPPON PAINT MARINE GRAY;2.00000;TIN;0.00;NULL;NULL;NULL;NULL;Y
200;203382;60544;PAINT BRUSH 4;2.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
201;203383;01732;SL/C & MATERIALS FOR PENGANTIAN LANTAI DI ATAS BRINE BREEZER;52.07000;M2;0.00;NULL;NULL;NULL;NULL;Y
202;203384;63772;SIKA;52.07000;M2;0.00;NULL;NULL;NULL;NULL;Y
203;203385;01733;SL/C FOR FABRICATION & ISNTALLATION OF BLAST FREEZER PIPE GUARD;1.00000;LOT;0.00;NULL;NULL;NULL;NULL;Y
204;203387;01734;SL/C FOR FABRICATION PENUTUP SALURAN AIR DIBELAKANG RECEIVING;1.00000;LOT;0.00;NULL;NULL;NULL;NULL;Y
205;203389;63983;SNAP RING  SS  (SAMPLE);20.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
206;203390;80001;DIESEL - BOILER & GENSET;4000.00000;LTR;0.00;NULL;NULL;NULL;NULL;Y
207;203395;61680;PAPAN KAYU MERAH (KAYU NANTU 3CM X 30CM X 4MTR;10.00000;SHEET;0.00;NULL;NULL;NULL;NULL;Y
208;203396;01735;SL/C FOR REPLACEMENT LOINING CART FRAME;5.00000;UNITS;0.00;NULL;NULL;NULL;NULL;Y
209;203397;61337;WELDING ROD S/S  32MM;10.00000;KGS;0.00;NULL;NULL;NULL;NULL;Y
210;203397;60733;CUTTING WHEEL 14 (RESIBON BRAND);3.00000;PCS;0.00;NULL;NULL;NULL;NULL;Y
